"","X","CLOSURE_REASON","TYPE","LATITUDE","LONGITUDE","AGES_0_9_...","AGES_10_19_...","AGES_20_34_...","AGES_35_54_...","AGES_55_64_...","AGES_65_UP_...","SOURCE","NEIGHBORHOOD","ZIPCODE","CASE_OPEN_.Days.","WORK_TRANSPORT_AT_HOME_...","WORK_TRANSPORT_CAR_TRUCK_VAN_...","WORK_TRANSPORT_DROVE_ALONE_...","WORK_TRANSPORT_CARPOOLED_...","WORK_TRANSPORT_BUS_TROLLEY_...","WORK_TRANSPORT_SUBWAY_ELEVATED_...","WORK_TRANSPORT_RAILROAD_...","WORK_TRANSPORT_BICYCLE_...","WORK_TRANSPORT_WALKED_...","WORK_TRANSPORT_OTHER_...","WORK_TRANSPORT_TOTAL_...","HOME_OWNER_...","HOME_RENTER_...","HOME_TOTAL_...","RACE_WHITE_...","RACE_AFRICAN_AMERICAN_...","RACE_HISPANIC_...","RACE_ASIAN_...","RACE_OTHER_...","RACE_TOTAL_...","REGION_MEDIAN_INCOME_(USD)"
"89",89,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3509,-71.1528,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"90",90,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3513,-71.1532,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"91",91,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3516,-71.1543,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"92",92,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3516,-71.1543,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"93",93,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3515,-71.1553,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"94",94,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3515,-71.1553,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"95",95,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3517,-71.157,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"96",96,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3517,-71.157,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"97",97,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3517,-71.157,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"98",98,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3521,-71.1584,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"99",99,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3521,-71.1584,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"100",100,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3521,-71.1594,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"101",101,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3521,-71.1594,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"102",102,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3521,-71.1588,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"103",103,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3521,-71.159,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"104",104,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3521,-71.1596,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"105",105,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3491,-71.154,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"106",106,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3493,-71.1532,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"107",107,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3491,-71.1534,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"108",108,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3498,-71.1524,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"109",109,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3431,-71.1467,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"110",110,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3441,-71.1451,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"111",111,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3434,-71.1419,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"112",112,"Case Closed Case Resolved done","Request for Pothole Repair",42.347,-71.1484,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"113",113,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.347,-71.1486,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"114",114,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3489,-71.1504,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"115",115,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3504,-71.1402,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"116",116,"Case Closed Case Resolved at that location roadway patch and made safe by DIST#4 CREW","Request for Pothole Repair",42.3578,-71.1264,763,3384,14451,2322,768,624,"Constituent Call","Allston","none",1,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"117",117,"Case Closed Case Resolved done filled by dist. 4 crew","Request for Pothole Repair",42.3412,-71.1548,763,3384,14451,2322,768,624,"City Worker App","Allston","none",1,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"118",118,"Case Closed Case Resolved no pothole at that location","Request for Pothole Repair",42.3499,-71.1528,763,3384,14451,2322,768,624,"Citizens Connect App","Allston","2135",1,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"119",119,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3447,-71.1513,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"120",120,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3447,-71.1513,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"121",121,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3447,-71.1513,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"122",122,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3432,-71.1535,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"123",123,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3412,-71.1548,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"124",124,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3396,-71.1552,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"125",125,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3388,-71.1537,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"126",126,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3388,-71.1537,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"127",127,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3419,-71.1546,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"128",128,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3432,-71.1535,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"129",129,"Case Closed Case Resolved done","Request for Pothole Repair",42.3562,-71.1491,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"130",130,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3577,-71.1475,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"131",131,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3485,-71.1359,763,3384,14451,2322,768,624,"City Worker App","Allston","2134",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"132",132,"Case Closed Case Resolved done","Request for Pothole Repair",42.3528,-71.1323,763,3384,14451,2322,768,624,"City Worker App","Allston","2134",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"133",133,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3529,-71.1321,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"134",134,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3529,-71.1321,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"135",135,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3492,-71.1517,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"136",136,"Case Closed Case Resolved PATCHED SINKHOLE AT CB  ALL SET 2/26","Request for Pothole Repair",42.3518,-71.1461,763,3384,14451,2322,768,624,"Citizens Connect App","Allston","2135",20,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"137",137,"Case Closed Case Resolved done","Request for Pothole Repair",42.3359,-71.1509,763,3384,14451,2322,768,624,"Citizens Connect App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"138",138,"Case Closed Case Resolved potholes have been repaired","Request for Pothole Repair",42.3609,-71.1177,763,3384,14451,2322,768,624,"Citizens Connect App","Allston","none",2,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"139",139,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3564,-71.1416,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"140",140,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3564,-71.1416,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"141",141,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3564,-71.1416,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"142",142,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3557,-71.1419,763,3384,14451,2322,768,624,"City Worker App","Allston","2135",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"143",143,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3536,-71.1375,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"144",144,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3536,-71.1375,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"145",145,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3535,-71.1376,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"146",146,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3536,-71.1375,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"147",147,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3536,-71.1375,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"148",148,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3536,-71.1375,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"149",149,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3538,-71.1372,763,3384,14451,2322,768,624,"City Worker App","Allston","2134",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"150",150,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3536,-71.1375,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"151",151,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3538,-71.1372,763,3384,14451,2322,768,624,"City Worker App","Allston","2134",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"152",152,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3539,-71.137,763,3384,14451,2322,768,624,"City Worker App","Allston","2134",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"153",153,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.354,-71.1363,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
"154",154,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.3516,-71.143,763,3384,14451,2322,768,624,"City Worker App","Allston","none",0,424,2761,2307,454,1516,1927,27,501,2661,680,10497,810,6828,7638,12808,1075,2799,4510,1120,22312,36409
